cactus_id,legacy_display_name,accepted_name,accepted_author,accepted_genus,species,subfamily,tribe,names_count,all_names,all_names_with_status,photo_main_url,photo_flower_url,photo_spines_url,morphology_stem,morphology_spines,morphology_flower,morphology_fruit,notes_ru
wfo-0000660171,Echinocactus adversispinus,Echinocactus adversispinus,Muehlenpf.,Echinocactus,adversispinus,,,1,Echinocactus adversispinus,Echinocactus adversispinus [Unchecked],,,,,,,,
wfo-0000660180,Echinocactus amazonicus,Echinocactus amazonicus,Witt,Echinocactus,amazonicus,,,1,Echinocactus amazonicus,Echinocactus amazonicus [Unchecked],,,,,,,,
wfo-0000712353,Echinocactus andreae,Gymnocalycium andreae,(Boed.) Backeb. & F.M.Knuth,Gymnocalycium,andreae,,,2,Echinocactus andreae | Gymnocalycium andreae,Echinocactus andreae [Synonym] | Gymnocalycium andreae [Accepted],,,,,,,,
wfo-0000712361,Echinocactus anisitsii,Gymnocalycium anisitsii,(K.Schum.) Britton & Rose,Gymnocalycium,anisitsii,,,7,Echinocactus anisitsii | Echinocactus damsii | Gymnocalycium anisitsii | Gymnocalycium damsii | Gymnocalycium griseopallidum | Gymnocalycium marekiorum | Gymnocalycium ponomarevae,Echinocactus anisitsii [Synonym] | Echinocactus damsii [Synonym] | Gymnocalycium anisitsii [Accepted] | Gymnocalycium damsii [Synonym] | Gymnocalycium griseopallidum [Synonym] | Gymnocalycium marekiorum [Synonym] | Gymnocalycium ponomarevae [Synonym],,,,,,,,
wfo-0000686390,Echinocactus arizonicus,Ferocactus wislizeni,(Engelm.) Britton & Rose,Ferocactus,wislizeni,,,7,Echinocactus arizonicus | Echinocactus falconeri | Echinocactus wislizeni | Ferocactus arizonicus | Ferocactus falconeri | Ferocactus phoeniceus | Ferocactus wislizeni,Echinocactus arizonicus [Synonym] | Echinocactus falconeri [Synonym] | Echinocactus wislizeni [Synonym] | Ferocactus arizonicus [Synonym] | Ferocactus falconeri [Synonym] | Ferocactus phoeniceus [Synonym] | Ferocactus wislizeni [Accepted],,,,,,,,
wfo-0000660195,Echinocactus armatissimus,Echinocactus armatissimus,C.F.Först.,Echinocactus,armatissimus,,,1,Echinocactus armatissimus,Echinocactus armatissimus [Unchecked],,,,,,,,
wfo-0000660209,Echinocactus aureicentrua,Echinocactus aureicentrua,Backeb.,Echinocactus,aureicentrua,,,1,Echinocactus aureicentrua,Echinocactus aureicentrua [Unchecked],,,,,,,,
wfo-0000712381,Echinocactus bodenbenderianus,Gymnocalycium bodenbenderianum,(Hosseus) A.Berger,Gymnocalycium,bodenbenderianum,,,10,Echinocactus bodenbenderianus | Gymnocalycium basiatrum | Gymnocalycium bodenbenderianum | Gymnocalycium kozelskyanum | Gymnocalycium occultum | Gymnocalycium paucispinum | Gymnocalycium piltziorum | Gymnocalycium platygonum | Gymnocalycium riojense | Gymnocalycium triacanthum,Echinocactus bodenbenderianus [Synonym] | Gymnocalycium basiatrum [Synonym] | Gymnocalycium bodenbenderianum [Accepted] | Gymnocalycium kozelskyanum [Synonym] | Gymnocalycium occultum [Synonym] | Gymnocalycium paucispinum [Synonym] | Gymnocalycium piltziorum [Synonym] | Gymnocalycium platygonum [Synonym] | Gymnocalycium riojense [Synonym] | Gymnocalycium triacanthum [Synonym],,,,,,,,
wfo-0001434153,Echinocactus boedekerianus,Stenocactus boedekerianus,A.Berger,Stenocactus,boedekerianus,,,3,Echinocactus boedekerianus | Echinofossulocactus boedekerianus | Stenocactus boedekerianus,Echinocactus boedekerianus [Synonym] | Echinofossulocactus boedekerianus [Synonym] | Stenocactus boedekerianus [Accepted] | Stenocactus boedekerianus [Synonym],,,,,,,,
wfo-0001286320,Echinocereus bolansis,Echinocactus bolaensis,Runge,Echinocactus,bolaensis,,,2,Echinocactus bolaensis | Echinocereus bolansis,Echinocactus bolaensis [Synonym] | Echinocereus bolansis [Synonym],,,,,,,,
wfo-0001287728,Echinocactus borchersii,Oroya borchersii,(Boed.) Backeb.,Oroya,borchersii,,,2,Echinocactus borchersii | Oroya borchersii,Echinocactus borchersii [Synonym] | Oroya borchersii [Accepted],,,,,,,,
wfo-0001254384,Gymnocalycium brachyanthum,Echinocactus brachyanthus,Gürke,Echinocactus,brachyanthus,,,5,Echinocactus brachyanthus | Echinocactus multiflorus | Gymnocalycium brachyanthum | Gymnocalycium multiflorum | Gymnocalycium schuetzianum,Echinocactus brachyanthus [Synonym] | Echinocactus multiflorus [Synonym] | Gymnocalycium brachyanthum [Synonym] | Gymnocalycium multiflorum [Synonym] | Gymnocalycium schuetzianum [Synonym],,,,,,,,
wfo-0000660232,Echinocactus brachycentrus,Echinocactus brachycentrus,Salm-Dyck,Echinocactus,brachycentrus,,,1,Echinocactus brachycentrus,Echinocactus brachycentrus [Unchecked],,,,,,,,
wfo-0001257624,Echinocactus buekii,Thelocactus buekii,(Klein bis) Britton & Rose,Thelocactus,buekii,,,3,Echinocactus buekii | Thelocactus buekii | Thelocactus matudae,Echinocactus buekii [Synonym] | Thelocactus buekii [Accepted] | Thelocactus matudae [Synonym],,,,,,,,
wfo-0000686252,Echinocactus californicus,Ferocactus californicus,(Monv. ex Labour.) Borg,Ferocactus,californicus,,,2,Echinocactus californicus | Ferocactus californicus,Echinocactus californicus [Synonym] | Ferocactus californicus [Accepted],,,,,,,,
wfo-0000712398,Echinocactus prolifer,Gymnocalycium calochlorum,(Boed.) Y.Itô,Gymnocalycium,calochlorum,,,5,Echinocactus calochlorus | Echinocactus prolifer | Gymnocalycium amoenum | Gymnocalycium calochlorum | Gymnocalycium proliferum,Echinocactus calochlorus [Synonym] | Echinocactus prolifer [Synonym] | Gymnocalycium amoenum [Synonym] | Gymnocalycium calochlorum [Accepted] | Gymnocalycium proliferum [Synonym],,,,,,,,
wfo-0000660248,Echinocactus candidus,Echinocactus candidus,Lawr.,Echinocactus,candidus,,,1,Echinocactus candidus,Echinocactus candidus [Unchecked],,,,,,,,
wfo-0000660266,Echinocactus cereiformis,Echinocactus cereiformis,DC.,Echinocactus,cereiformis,,,1,Echinocactus cereiformis,Echinocactus cereiformis [Unchecked],,,,,,,,
wfo-0000686253,Echinocactus chrysacanthus,Ferocactus chrysacanthus,(Orcutt) Britton & Rose,Ferocactus,chrysacanthus,,,2,Echinocactus chrysacanthus | Ferocactus chrysacanthus,Echinocactus chrysacanthus [Synonym] | Ferocactus chrysacanthus [Accepted],,,,,,,,
wfo-0001431253,Echinocactus corynacanthus,Kroenleinia grusonii,(Hildm.) Lodé,Kroenleinia,grusonii,,,5,Echinocactus corynacanthus | Echinocactus galeottii | Echinocactus grusonii | Echinocereus grusonii | Kroenleinia grusonii,Echinocactus corynacanthus [Synonym] | Echinocactus galeottii [Synonym] | Echinocactus grusonii [Synonym] | Echinocereus grusonii [Synonym] | Kroenleinia grusonii [Accepted],,,,,,,,
wfo-0001289423,Echinocactus courantianus,Homalocephala texensis,(Hopffer) Britton & Rose,Homalocephala,texensis,,,5,Echinocactus courantianus | Echinocactus lindheimeri | Echinocactus platycephalus | Echinocactus texensis | Homalocephala texensis,Echinocactus courantianus [Synonym] | Echinocactus lindheimeri [Synonym] | Echinocactus platycephalus [Synonym] | Echinocactus texensis [Synonym] | Homalocephala texensis [Accepted],,,,,,,,
wfo-0001430977,Ferocactus covillei,Echinocactus covillei,(Britton & Rose) A.Berger,Echinocactus,covillei,,,2,Echinocactus covillei | Ferocactus covillei,Echinocactus covillei [Synonym] | Ferocactus covillei [Synonym],,,,,,,,
wfo-0001288420,Echinocactus criocerus,Echinocactus criocereus,Lem.,Echinocactus,criocereus,,,2,Echinocactus criocereus | Echinocactus criocerus,Echinocactus criocereus [Accepted] | Echinocactus criocerus [Synonym],,,,,,,,
wfo-0000660314,Echinocactus cristatus,Echinocactus cristatus,Lawr.,Echinocactus,cristatus,,,1,Echinocactus cristatus,Echinocactus cristatus [Unchecked],,,,,,,,
wfo-0000660326,Echinocactus debilispinus,Echinocactus debilispinus,A.Berg,Echinocactus,debilispinus,,,1,Echinocactus debilispinus,Echinocactus debilispinus [Unchecked],,,,,,,,
wfo-0000712671,Gymnocalycium antherostele,Echinocactus delaetii,K.Schum.,Echinocactus,delaetii,,,5,Echinocactus delaetii | Echinocactus joossensianus | Gymnocalycium antherostele | Gymnocalycium delaetii | Gymnocalycium joossensianum,Echinocactus delaetii [Synonym] | Echinocactus joossensianus [Synonym] | Gymnocalycium antherostele [Synonym] | Gymnocalycium delaetii [Synonym] | Gymnocalycium joossensianum [Synonym],,,,,,,,
wfo-0000686271,Echinocactus diguetii,Ferocactus diguetii,(F.A.C.Weber) Britton & Rose,Ferocactus,diguetii,,,2,Echinocactus diguetii | Ferocactus diguetii,Echinocactus diguetii [Synonym] | Ferocactus diguetii [Accepted],,,,,,,,
wfo-0001256496,Echinomastus mapimiensis,Sclerocactus unguispinus,(Engelm.) N.P.Taylor,Sclerocactus,unguispinus,,,13,Echinocactus durangensis | Echinocactus trollietii | Echinocactus unguispinus | Echinomastus durangensis | Echinomastus laui | Echinomastus mapimiensis | Echinomastus unguispinus | Neolloydia durangensis | Neolloydia unguispina | Pediocactus unguispinus | Sclerocactus unguispinus | Thelocactus durangensis | Thelocactus unguispinus,Echinocactus durangensis [Synonym] | Echinocactus trollietii [Synonym] | Echinocactus unguispinus [Synonym] | Echinomastus durangensis [Synonym] | Echinomastus laui [Synonym] | Echinomastus mapimiensis [Synonym] | Echinomastus unguispinus [Synonym] | Neolloydia durangensis [Synonym] | Neolloydia unguispina [Synonym] | Pediocactus unguispinus [Synonym] | Sclerocactus unguispinus [Accepted] | Thelocactus durangensis [Synonym] | Thelocactus unguispinus [Synonym],,,,,,,,
wfo-0000660383,Echinocactus elegans,Echinocactus elegans,Pfeiff.,Echinocactus,elegans,,,1,Echinocactus elegans,Echinocactus elegans [Unchecked],,,,,,,,
wfo-0000660385,Echinocactus ellemeetii,Echinocactus ellemeetii,Miq.,Echinocactus,ellemeetii,,,1,Echinocactus ellemeetii,Echinocactus ellemeetii [Unchecked],,,,,,,,
wfo-0000686278,Echinocactus emoryi,Ferocactus emoryi,(Engelm.) Orcutt,Ferocactus,emoryi,,,2,Echinocactus emoryi | Ferocactus emoryi,Echinocactus emoryi [Synonym] | Ferocactus emoryi [Accepted],,,,,,,,
wfo-0000660527,Meyerocactus horizonthalonius,Echinocactus horizonthalonius,Lem.,Echinocactus,horizonthalonius,,,6,Echinocactus equitans | Echinocactus horizontalis | Echinocactus horizonthalonius | Echinocactus laticostatus | Echinocactus pachycornis | Meyerocactus horizonthalonius,Echinocactus equitans [Synonym] | Echinocactus horizontalis [Synonym] | Echinocactus horizonthalonius [Accepted] | Echinocactus laticostatus [Synonym] | Echinocactus pachycornis [Synonym] | Meyerocactus horizonthalonius [Synonym],,,,,,,,
wfo-0000660417,Echinocactus flexuosus,Echinocactus flexuosus,A.Dietr.,Echinocactus,flexuosus,,,1,Echinocactus flexuosus,Echinocactus flexuosus [Unchecked],,,,,,,,
wfo-0000660419,Echinocactus fluctuosus,Echinocactus fluctuosus,A.Dietr.,Echinocactus,fluctuosus,,,1,Echinocactus fluctuosus,Echinocactus fluctuosus [Unchecked],,,,,,,,
wfo-0000660421,Echinocactus foersteri,Echinocactus foersteri,Stieber,Echinocactus,foersteri,,,1,Echinocactus foersteri,Echinocactus foersteri [Unchecked],,,,,,,,
wfo-0000660422,Echinocactus foliosus,Echinocactus foliosus,(Gillies ex Loudon) Steud.,Echinocactus,foliosus,,,1,Echinocactus foliosus,Echinocactus foliosus [Unchecked],,,,,,,,
wfo-0001430009,Cereus validissimus,Acanthocalycium rhodotrichum,(K.Schum.) Schlumpb.,Acanthocalycium,rhodotrichum,,,9,Acanthocalycium rhodotrichum | Acanthocalycium rhodotricum | Cereus validissimus | Echinocactus forbesii | Echinopsis adolphofriedrichii | Echinopsis forbesii | Echinopsis rhodotricha | Echinopsis robinsoniana | Echinopsis spegazzinii,Acanthocalycium rhodotrichum [Accepted] | Acanthocalycium rhodotricum [Synonym] | Cereus validissimus [Synonym] | Echinocactus forbesii [Synonym] | Echinopsis adolphofriedrichii [Synonym] | Echinopsis forbesii [Synonym] | Echinopsis rhodotricha [Synonym] | Echinopsis robinsoniana [Synonym] | Echinopsis spegazzinii [Synonym],,,,,,,,
wfo-0000686284,Echinocactus fordii,Ferocactus fordii,(Orcutt) Britton & Rose,Ferocactus,fordii,,,2,Echinocactus fordii | Ferocactus fordii,Echinocactus fordii [Synonym] | Ferocactus fordii [Accepted],,,,,,,,
wfo-0001234691,Echinocactus drageanus,Thelocactus hexaedrophorus,(Lem.) Britton & Rose,Thelocactus,hexaedrophorus,,,9,Echinocactus drageanus | Echinocactus droegeanus | Echinocactus fossulatus | Echinocactus hexaedrophorus | Echinocactus insculptus | Echinofossulocactus hexaedrophorus | Thelocactus fossulatus | Thelocactus hexaedrophorus | Thelocactus lloydii,Echinocactus drageanus [Synonym] | Echinocactus droegeanus [Synonym] | Echinocactus fossulatus [Synonym] | Echinocactus hexaedrophorus [Synonym] | Echinocactus insculptus [Synonym] | Echinofossulocactus hexaedrophorus [Synonym] | Thelocactus fossulatus [Synonym] | Thelocactus hexaedrophorus [Accepted] | Thelocactus lloydii [Synonym],,,,,,,,
wfo-0000660479,Echinocactus griseispinus,Echinocactus griseispinus,Jacobi,Echinocactus,griseispinus,,,1,Echinocactus griseispinus,Echinocactus griseispinus [Unchecked],,,,,,,,
wfo-0001255368,Echinocactus haematochroanthus,Echinocactus haematochroanthus,Hemsl.,Echinocactus,haematochroanthus,,,2,Echinocactus haematochroanthus | Echinocactus longihamatus,Echinocactus haematochroanthus [Synonym] | Echinocactus longihamatus [Synonym],,,,,,,,
wfo-0001256534,Echinocactus hastifer,Thelocactus hastifer,(Werderm. & Boed.) F.M.Knuth,Thelocactus,hastifer,,,3,Echinocactus hastifer | Ferocactus hastifer | Thelocactus hastifer,Echinocactus hastifer [Synonym] | Ferocactus hastifer [Synonym] | Thelocactus hastifer [Accepted],,,,,,,,
wfo-0000660506,Echinocactus hemifossus,Echinocactus hemifossus,Lem.,Echinocactus,hemifossus,,,1,Echinocactus hemifossus,Echinocactus hemifossus [Unchecked],,,,,,,,
